center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_08_975.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_08_975.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_08_975.jpg,-0.08646616,1.0,0.0,30.19007
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_52_475.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_52_475.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_52_475.jpg,0.1015038,1.0,0.0,30.19008
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_26_546.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_26_546.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_26_546.jpg,0.1052632,1.0,0.0,30.19002
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_12_440.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_12_440.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_12_440.jpg,-0.003759398,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_04_550.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_04_550.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_04_550.jpg,-0.368421,1.0,0.0,30.17897
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_27_717.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_27_717.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_27_717.jpg,0.2067669,1.0,0.0,30.19191
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_02_873.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_02_873.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_02_873.jpg,0.2030075,1.0,0.0,30.18923
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_05_527.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_05_527.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_05_527.jpg,0.06390978,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_19_210.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_19_210.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_19_210.jpg,-0.1390978,1.0,0.0,30.1899
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_48_033.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_48_033.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_48_033.jpg,0.05639098,1.0,0.0,30.19033
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_37_394.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_37_394.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_37_394.jpg,-0.01503759,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_37_397.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_37_397.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_37_397.jpg,0.007518797,1.0,0.0,30.19062
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_57_049.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_57_049.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_57_049.jpg,-0.08270676,1.0,0.0,30.19016
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_49_114.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_49_114.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_49_114.jpg,-0.1917293,1.0,0.0,30.18966
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_18_575.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_18_575.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_18_575.jpg,-0.1654135,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_53_635.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_53_635.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_53_635.jpg,-0.1804511,1.0,0.0,30.18889
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_51_633.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_51_633.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_51_633.jpg,0.1992481,1.0,0.0,30.19076
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_12_131.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_12_131.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_12_131.jpg,0.003759398,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_16_522.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_16_522.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_16_522.jpg,-0.2067669,1.0,0.0,30.18948
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_35_536.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_35_536.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_35_536.jpg,-0.0112782,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_56_934.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_56_934.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_56_934.jpg,0.131579,1.0,0.0,30.19011
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_35_304.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_35_304.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_35_304.jpg,-0.007518797,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_50_568.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_50_568.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_50_568.jpg,0.09774436,1.0,0.0,30.19051
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_31_125.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_31_125.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_31_125.jpg,-0.04511278,1.0,0.0,30.19033
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_33_325.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_33_325.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_33_325.jpg,-0.06766918,1.0,0.0,30.19022
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_03_593.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_03_593.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_03_593.jpg,0.2142857,1.0,0.0,30.18989
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_30_534.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_30_534.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_30_534.jpg,0.1466165,1.0,0.0,30.18936
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_11_908.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_11_908.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_11_908.jpg,-0.003759398,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_37_386.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_37_386.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_37_386.jpg,-0.0112782,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_17_786.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_17_786.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_17_786.jpg,-0.2067669,1.0,0.0,30.19183
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_39_263.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_39_263.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_39_263.jpg,0.08270676,1.0,0.0,30.1896
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_24_586.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_24_586.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_24_586.jpg,-0.04511278,1.0,0.0,30.19044
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_51_173.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_51_173.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_51_173.jpg,0.09774436,1.0,0.0,30.18741
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_03_345.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_03_345.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_03_345.jpg,-0.05263158,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_17_924.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_17_924.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_17_924.jpg,0.06390978,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_36_158.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_36_158.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_36_158.jpg,-0.007518797,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_52_846.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_52_846.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_52_846.jpg,0.09022556,1.0,0.0,30.19022
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_27_178.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_27_178.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_27_178.jpg,-0.1804511,1.0,0.0,27.55998
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_57_379.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_57_379.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_57_379.jpg,-0.04887218,1.0,0.0,30.19013
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_32_672.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_32_672.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_32_672.jpg,0.1654135,1.0,0.0,30.19057
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_37_398.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_37_398.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_37_398.jpg,0.0112782,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_05_694.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_05_694.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_05_694.jpg,0.1165414,1.0,0.0,30.18839
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_13_971.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_13_971.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_13_971.jpg,0.2443609,1.0,0.0,30.19064
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_15_504.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_15_504.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_15_504.jpg,0.02255639,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_33_524.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_33_524.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_33_524.jpg,0.0,1.0,0.0,30.19061
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_59_715.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_59_715.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_59_715.jpg,-0.04511278,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_16_858.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_16_858.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_16_858.jpg,0.09398497,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_37_161.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_37_161.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_37_161.jpg,0.03383459,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_48_285.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_48_285.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_48_285.jpg,-0.1353384,1.0,0.0,30.1894
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_03_129.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_03_129.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_03_129.jpg,0.0112782,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_50_001.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_50_001.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_50_001.jpg,0.1954887,1.0,0.0,30.18974
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_16_438.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_16_438.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_16_438.jpg,0.1766917,1.0,0.0,30.18936
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_22_092.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_22_092.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_22_092.jpg,-0.09398497,1.0,0.0,30.1897
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_50_145.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_50_145.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_50_145.jpg,0.2067669,1.0,0.0,30.18958
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_06_334.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_06_334.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_06_334.jpg,0.1240602,1.0,0.0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_49_185.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_49_185.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_49_185.jpg,-0.1879699,1.0,0.0,30.18977
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_04_483.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_04_483.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_04_483.jpg,-0.3233083,1.0,0.0,30.18221
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_03_954.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_03_954.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_03_954.jpg,0.2180451,1.0,0.0,30.18934
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_11_681.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_11_681.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_11_681.jpg,-0.1390978,1.0,0.0,30.18975
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_40_465.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_40_465.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_40_465.jpg,0.1804511,1.0,0.0,30.19181
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_26_862.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_26_862.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_26_862.jpg,-0.05639098,1.0,0.0,30.19015
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_20_994.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_20_994.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_20_994.jpg,0.04135338,1.0,0.0,30.19026
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_52_207.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_52_207.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_52_207.jpg,0.1578947,1.0,0.0,30.19088
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_54_986.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_54_986.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_54_986.jpg,0.1503759,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_42_668.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_42_668.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_42_668.jpg,0.03007519,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_03_839.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_03_839.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_03_839.jpg,0.1203007,1.0,0.0,30.19502
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_24_669.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_24_669.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_24_669.jpg,0.09022556,1.0,0.0,30.18993
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_13_250.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_13_250.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_13_250.jpg,0.01879699,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_28_825.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_28_825.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_28_825.jpg,-0.1240602,1.0,0.0,30.18989
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_30_080.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_30_080.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_30_080.jpg,-0.1015038,1.0,0.0,30.19014
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_00_791.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_00_791.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_00_791.jpg,-0.1090226,1.0,0.0,30.18905
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_27_572.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_27_572.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_27_572.jpg,-0.06015037,1.0,0.0,30.19001
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_49_528.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_49_528.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_49_528.jpg,-0.07894737,1.0,0.0,30.19016
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_32_810.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_32_810.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_32_810.jpg,-0.02631579,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_03_311.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_03_311.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_03_311.jpg,0.2067669,1.0,0.0,30.18928
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_10_968.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_10_968.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_10_968.jpg,-0.1278196,1.0,0.0,30.18975
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_50_716.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_50_716.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_50_716.jpg,0.2105263,1.0,0.0,30.18926
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_29_176.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_29_176.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_29_176.jpg,-0.1052632,1.0,0.0,30.18994
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_26_291.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_26_291.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_26_291.jpg,0.1879699,1.0,0.0,30.18968
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_07_685.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_07_685.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_07_685.jpg,-0.03759398,1.0,0.0,30.18998
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_48_596.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_48_596.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_48_596.jpg,0.06015037,1.0,0.0,30.19007
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_15_792.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_15_792.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_15_792.jpg,-0.09398497,1.0,0.0,30.18982
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_55_643.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_55_643.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_55_643.jpg,-0.02631579,1.0,0.0,30.1901
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_13_608.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_13_608.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_13_608.jpg,0.2518797,1.0,0.0,30.18714
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_18_144.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_18_144.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_18_144.jpg,-0.2030075,1.0,0.0,30.1894
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_25_686.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_25_686.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_25_686.jpg,-0.03007519,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_16_667.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_16_667.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_16_667.jpg,-0.1879699,1.0,0.0,30.19069
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_39_678.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_39_678.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_39_678.jpg,0.2293233,1.0,0.0,30.18996
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_49_831.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_49_831.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_49_831.jpg,-0.1503759,1.0,0.0,30.18984
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_00_213.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_00_213.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_00_213.jpg,-0.02255639,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_54_039.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_54_039.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_54_039.jpg,0.03759398,1.0,0.0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_26_925.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_26_925.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_26_925.jpg,0.01503759,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_50_684.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_50_684.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_50_684.jpg,-0.1691729,1.0,0.0,30.18964
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_49_793.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_49_793.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_49_793.jpg,0.1954887,1.0,0.0,30.18792
